Gene stable ID,RefSeq mRNA ID
FBti0064041,
FBti0064041,
FBti0064041,
FBti0060541,
FBti0060541,
FBti0060541,
FBgn0266358,
FBgn0266358,
FBgn0266358,
FBgn0035582,NM_139681
FBgn0035582,NM_139681
FBgn0035582,NM_139681
FBgn0031419,NM_134832
FBgn0031419,NM_134832
FBgn0031419,NM_134832
FBti0059862,
FBti0059862,
FBti0059862,
FBti0063716,
FBti0063716,
FBti0063716,
FBti0019851,
FBti0019851,
FBti0019851,
FBgn0011852,
FBgn0011852,
FBgn0011852,
FBti0018905,
FBti0018905,
FBti0018905,
FBgn0039849,NM_143611
FBgn0039849,NM_143611
FBgn0039849,NM_143611
FBgn0039849,NM_170551
FBgn0039849,NM_170551
FBgn0039849,NM_170551
FBgn0039849,NM_001276215
FBgn0039849,NM_001276215
FBgn0039849,NM_001276215
FBgn0024352,NM_058006
FBgn0024352,NM_058006
FBgn0024352,NM_058006
FBgn0034141,NM_137295
FBgn0034141,NM_137295
FBgn0034141,NM_137295
FBti0060972,
FBti0060972,
FBti0060972,
FBgn0024941,NM_078656
FBgn0024941,NM_078656
FBgn0024941,NM_078656
FBgn0024941,NM_001258793
FBgn0024941,NM_001258793
FBgn0024941,NM_001258793
FBtr0309599_df_nrg,
FBtr0309599_df_nrg,
FBtr0309599_df_nrg,
FBgn0040020,NM_001015224
FBgn0040020,NM_001015224
FBgn0040020,NM_001015224
FBgn0040020,NM_001015223
FBgn0040020,NM_001015223
FBgn0040020,NM_001015223
FBti0018868,
FBti0018868,
FBti0018868,
FBgn0038889,NM_001275877
FBgn0038889,NM_001275877
FBgn0038889,NM_001275877
FBgn0038889,NM_142714
FBgn0038889,NM_142714
FBgn0038889,NM_142714
FBgn0039051,NM_001275930
FBgn0039051,NM_001275930
FBgn0039051,NM_001275930
FBgn0039051,NM_142865
FBgn0039051,NM_142865
FBgn0039051,NM_142865
FBgn0031736,NM_001273174
FBgn0031736,NM_001273174
FBgn0031736,NM_001273174
FBgn0031736,NM_135112
FBgn0031736,NM_135112
FBgn0031736,NM_135112
FBgn0039908,NM_001272128
FBgn0039908,NM_001272128
FBgn0039908,NM_001272128
FBgn0039908,NM_001297785
FBgn0039908,NM_001297785
FBgn0039908,NM_001297785
FBgn0039908,NM_166765
FBgn0039908,NM_166765
FBgn0039908,NM_166765
FBgn0039908,NM_166766
FBgn0039908,NM_166766
FBgn0039908,NM_166766
FBgn0039908,NM_001272125
FBgn0039908,NM_001272125
FBgn0039908,NM_001272125
FBgn0039908,NM_001272129
FBgn0039908,NM_001272129
FBgn0039908,NM_001272129
FBgn0039908,NM_001272126
FBgn0039908,NM_001272126
FBgn0039908,NM_001272126
FBgn0039908,NM_143667
FBgn0039908,NM_143667
FBgn0039908,NM_143667
FBgn0039908,NM_001272127
FBgn0039908,NM_001272127
FBgn0039908,NM_001272127
FBgn0037107,NM_141082
FBgn0037107,NM_141082
FBgn0037107,NM_141082
FBgn0037107,NM_001275252
FBgn0037107,NM_001275252
FBgn0037107,NM_001275252
FBti0020335,
FBti0020335,
FBti0020335,
FBgn0037707,NM_141646
FBgn0037707,NM_141646
FBgn0037707,NM_141646
FBgn0264365,
FBgn0264365,
FBgn0264365,
FBgn0030931,NM_133074
FBgn0030931,NM_133074
FBgn0030931,NM_133074
FBgn0034975,NM_079114
FBgn0034975,NM_079114
FBgn0034975,NM_079114
FBgn0034975,NM_001299894
FBgn0034975,NM_001299894
FBgn0034975,NM_001299894
FBgn0028517,NM_135920
FBgn0028517,NM_135920
FBgn0028517,NM_135920
FBgn0034467,NM_137597
FBgn0034467,NM_137597
FBgn0034467,NM_137597
FBgn0051866,NM_164980
FBgn0051866,NM_164980
FBgn0051866,NM_164980
FBgn0013343,NM_079751
FBgn0013343,NM_079751
FBgn0013343,NM_079751
FBgn0013343,NM_001202347
FBgn0013343,NM_001202347
FBgn0013343,NM_001202347
FBgn0013343,NM_001316616
FBgn0013343,NM_001316616
FBgn0013343,NM_001316616
FBgn0014417,NM_001273322
FBgn0014417,NM_001273322
FBgn0014417,NM_001273322
FBgn0014417,NM_143788
FBgn0014417,NM_143788
FBgn0014417,NM_143788
FBgn0035246,NM_139378
FBgn0035246,NM_139378
FBgn0035246,NM_139378
FBgn0041624,NM_168164
FBgn0041624,NM_168164
FBgn0041624,NM_168164
FBgn0035422,NM_001169865
FBgn0035422,NM_001169865
FBgn0035422,NM_001169865
FBgn0035422,NM_168004
FBgn0035422,NM_168004
FBgn0035422,NM_168004
FBgn0035422,NM_139534
FBgn0035422,NM_139534
FBgn0035422,NM_139534
FBgn0035422,NM_001169866
FBgn0035422,NM_001169866
FBgn0035422,NM_001169866
FBgn0035422,NM_168005
FBgn0035422,NM_168005
FBgn0035422,NM_168005
FBgn0035422,NM_168006
FBgn0035422,NM_168006
FBgn0035422,NM_168006
FBgn0029897,NM_167089
FBgn0029897,NM_167089
FBgn0029897,NM_167089
FBgn0029897,NM_167087
FBgn0029897,NM_167087
FBgn0029897,NM_167087
FBgn0029897,NM_001298032
FBgn0029897,NM_001298032
FBgn0029897,NM_001298032
FBgn0029897,NM_167088
FBgn0029897,NM_167088
FBgn0029897,NM_167088
FBgn0029897,NM_132118
FBgn0029897,NM_132118
FBgn0029897,NM_132118
FBgn0038140,NM_169507
FBgn0038140,NM_169507
FBgn0038140,NM_169507
FBgn0039296,NM_143099
FBgn0039296,NM_143099
FBgn0039296,NM_143099
FBti0019265,
FBti0019265,
FBti0019265,
FBgn0029943,NM_132162
FBgn0029943,NM_132162
FBgn0029943,NM_132162
FBgn0051633,NM_164698
FBgn0051633,NM_164698
FBgn0051633,NM_164698
FBgn0265892,
FBgn0265892,
FBgn0265892,
FBti0060357,
FBti0060357,
FBti0060357,
FBgn0039350,NM_143152
FBgn0039350,NM_143152
FBgn0039350,NM_143152
FBgn0039350,NM_001104450
FBgn0039350,NM_001104450
FBgn0039350,NM_001104450
FBgn0039350,NM_170233
FBgn0039350,NM_170233
FBgn0039350,NM_170233
FBgn0039350,NM_170235
FBgn0039350,NM_170235
FBgn0039350,NM_170235
FBgn0039350,NM_170234
FBgn0039350,NM_170234
FBgn0039350,NM_170234
FBgn0039350,NM_001347754
FBgn0039350,NM_001347754
FBgn0039350,NM_001347754
FBgn0039350,NM_001276033
FBgn0039350,NM_001276033
FBgn0039350,NM_001276033
FBgn0039350,NM_001104451
FBgn0039350,NM_001104451
FBgn0039350,NM_001104451
FBti0060718,
FBti0060718,
FBti0060718,
FBti0019098,
FBti0019098,
FBti0019098,
FBgn0266408,
FBgn0266408,
FBgn0266408,
FBgn0266408,
FBgn0266408,
FBgn0266408,
FBgn0287462,
FBgn0287462,
FBgn0287462,
FBgn0287462,
FBgn0287462,
FBgn0287462,
FBgn0287462,
FBgn0287462,
FBgn0287462,
FBgn0287462,
FBgn0287462,
FBgn0287462,
FBgn0287462,
FBgn0287462,
FBgn0287462,
FBgn0038200,NM_142076
FBgn0038200,NM_142076
FBgn0038200,NM_142076
FBgn0034601,NM_137716
FBgn0034601,NM_137716
FBgn0034601,NM_137716
FBgn0050010,NM_001273907
FBgn0050010,NM_001273907
FBgn0050010,NM_001273907
FBgn0050010,NM_165715
FBgn0050010,NM_165715
FBgn0050010,NM_165715
FBgn0052640,NM_167351
FBgn0052640,NM_167351
FBgn0052640,NM_167351
FBgn0030177,NM_001298143
FBgn0030177,NM_001298143
FBgn0030177,NM_001298143
FBgn0030177,NM_132375
FBgn0030177,NM_132375
FBgn0030177,NM_132375
FBgn0015371,NM_001043081
FBgn0015371,NM_001043081
FBgn0015371,NM_001043081
FBgn0015371,NM_001259403
FBgn0015371,NM_001259403
FBgn0015371,NM_001259403
FBgn0015371,NM_001259404
FBgn0015371,NM_001259404
FBgn0015371,NM_001259404
FBgn0015371,NM_137169
FBgn0015371,NM_137169
FBgn0015371,NM_137169
FBgn0015371,NM_001259401
FBgn0015371,NM_001259401
FBgn0015371,NM_001259401
FBgn0015371,NM_001259405
FBgn0015371,NM_001259405
FBgn0015371,NM_001259405
FBgn0015371,NM_001043082
FBgn0015371,NM_001043082
FBgn0015371,NM_001043082
FBgn0015371,NM_001259402
FBgn0015371,NM_001259402
FBgn0015371,NM_001259402
FBgn0015371,NM_206119
FBgn0015371,NM_206119
FBgn0015371,NM_206119
FBgn0051926,NM_164419
FBgn0051926,NM_164419
FBgn0051926,NM_164419
FBgn0051926,NM_001272941
FBgn0051926,NM_001272941
FBgn0051926,NM_001272941
FBgn0053282,NM_001103597
FBgn0053282,NM_001103597
FBgn0053282,NM_001103597
FBgn0002552,NM_080076
FBgn0002552,NM_080076
FBgn0002552,NM_080076
FBtr0472750_df_nrg,
FBtr0472750_df_nrg,
FBtr0472750_df_nrg,
FBgn0011296,NM_079103
FBgn0011296,NM_079103
FBgn0011296,NM_079103
FBgn0011296,NM_001274227
FBgn0011296,NM_001274227
FBgn0011296,NM_001274227
FBgn0262356,NM_001259139
FBgn0262356,NM_001259139
FBgn0262356,NM_001259139
FBti0019357,
FBti0019357,
FBti0019357,
FBti0061431,
FBti0061431,
FBti0061431,
FBti0215327,
FBgn0031739,NM_001273178
FBgn0031739,NM_001273178
FBgn0031739,NM_001273178
FBgn0031739,NM_135115
FBgn0031739,NM_135115
FBgn0031739,NM_135115
FBgn0263345,
FBgn0263345,
FBgn0263345,
FBgn0263345,
FBgn0263345,
FBgn0263345,
FBti0061107,
FBti0061107,
FBti0061107,
FBgn0002948,NM_078570
FBgn0002948,NM_078570
FBgn0002948,NM_078570
FBgn0002948,NM_001298200
FBgn0002948,NM_001298200
FBgn0002948,NM_001298200
FBgn0263523,
FBgn0263523,
FBgn0263523,
FBti0062159,
FBti0062159,
FBti0062159,
FBti0215168,
FBti0215168,
FBti0215168,
FBti0063961,
FBti0063961,
FBti0063961,
FBti0061817,
FBti0061817,
FBti0061817,
FBgn0053773,NM_001032042
FBgn0053773,NM_001032042
FBgn0053773,NM_001032042
FBgn0264897,NM_001275337
FBgn0264897,NM_001275337
FBgn0264897,NM_001275337
FBgn0036641,NM_079388
FBgn0036641,NM_079388
FBgn0036641,NM_079388
FBgn0036641,NM_001275025
FBgn0036641,NM_001275025
FBgn0036641,NM_001275025
FBgn0029771,NM_001297967
FBgn0029771,NM_001297967
FBgn0029771,NM_001297967
FBgn0029771,NM_132000
FBgn0029771,NM_132000
FBgn0029771,NM_132000
FBtr0304478_df_nrg,
FBtr0304478_df_nrg,
FBtr0304478_df_nrg,
FBgn0004878,NM_079938
FBgn0004878,NM_079938
FBgn0004878,NM_079938
FBgn0004878,NM_001275371
FBgn0004878,NM_001275371
FBgn0004878,NM_001275371
FBgn0266672,NM_169098
FBgn0266672,NM_169098
FBgn0266672,NM_169098
FBgn0036176,NM_206330
FBgn0036176,NM_206330
FBgn0036176,NM_206330
FBti0020068,
FBti0020068,
FBti0020068,
FBti0062763,
FBti0062763,
FBti0062763,
FBgn0264541,NM_001299613
FBgn0264541,NM_001299613
FBgn0264541,NM_001299613
FBgn0264541,NM_001299614
FBgn0264541,NM_001299614
FBgn0264541,NM_001299614
FBgn0262508,NM_001259749
FBgn0262508,NM_001259749
FBgn0262508,NM_001259749
FBgn0262508,NM_001274663
FBgn0262508,NM_001274663
FBgn0262508,NM_001274663
FBgn0262508,NM_001169908
FBgn0262508,NM_001169908
FBgn0262508,NM_001169908
FBgn0262508,NM_001259750
FBgn0262508,NM_001259750
FBgn0262508,NM_001259750
FBgn0262508,NM_001169909
FBgn0262508,NM_001169909
FBgn0262508,NM_001169909
FBgn0262508,NM_001300057
FBgn0262508,NM_001300057
FBgn0262508,NM_001300057
FBgn0262508,NM_001274661
FBgn0262508,NM_001274661
FBgn0262508,NM_001274661
FBgn0262508,NM_168279
FBgn0262508,NM_168279
FBgn0262508,NM_168279
FBgn0262508,NM_001259748
FBgn0262508,NM_001259748
FBgn0262508,NM_001259748
FBgn0262508,NM_001259751
FBgn0262508,NM_001259751
FBgn0262508,NM_001259751
FBgn0262508,NM_170629
FBgn0262508,NM_170629
FBgn0262508,NM_170629
FBgn0262508,NM_168278
FBgn0262508,NM_168278
FBgn0262508,NM_168278
FBgn0262508,NM_001274662
FBgn0262508,NM_001274662
FBgn0262508,NM_001274662
FBgn0050058,NM_165972
FBgn0050058,NM_165972
FBgn0050058,NM_165972
FBgn0050058,NM_001299452
FBgn0050058,NM_001299452
FBgn0050058,NM_001299452
FBgn0262975,NM_170058
FBgn0262975,NM_170058
FBgn0262975,NM_170058
FBgn0262975,NM_001260327
FBgn0262975,NM_001260327
FBgn0262975,NM_001260327
FBgn0262975,NM_001260328
FBgn0262975,NM_001260328
FBgn0262975,NM_001260328
FBgn0262975,NM_170053
FBgn0262975,NM_170053
FBgn0262975,NM_170053
FBgn0262975,NM_001260332
FBgn0262975,NM_001260332
FBgn0262975,NM_001260332
FBgn0262975,NM_170059
FBgn0262975,NM_170059
FBgn0262975,NM_170059
FBgn0262975,NM_170057
FBgn0262975,NM_170057
FBgn0262975,NM_170057
FBgn0262975,NM_170056
FBgn0262975,NM_170056
FBgn0262975,NM_170056
FBgn0262975,NM_001275936
FBgn0262975,NM_001275936
FBgn0262975,NM_001275936
FBgn0262975,NM_001260330
FBgn0262975,NM_001260330
FBgn0262975,NM_001260330
FBgn0262975,NM_170055
FBgn0262975,NM_170055
FBgn0262975,NM_170055
FBgn0262975,NM_001260329
FBgn0262975,NM_001260329
FBgn0262975,NM_001260329
FBgn0262975,NM_001260333
FBgn0262975,NM_001260333
FBgn0262975,NM_001260333
FBgn0262975,NM_170054
FBgn0262975,NM_170054
FBgn0262975,NM_170054
FBgn0262975,NM_001260331
FBgn0262975,NM_001260331
FBgn0262975,NM_001260331
FBgn0262975,NM_001275935
FBgn0262975,NM_001275935
FBgn0262975,NM_001275935
FBgn0051155,NM_169622
FBgn0051155,NM_169622
FBgn0051155,NM_169622
FBgn0260964,NM_001014524
FBgn0260964,NM_001014524
FBgn0260964,NM_001014524
FBgn0260964,NM_001014525
FBgn0260964,NM_001014525
FBgn0260964,NM_001014525
FBgn0260964,NM_001014526
FBgn0260964,NM_001014526
FBgn0260964,NM_001014526
FBgn0260964,NM_001274027
FBgn0260964,NM_001274027
FBgn0260964,NM_001274027
FBgn0037011,NM_140986
FBgn0037011,NM_140986
FBgn0037011,NM_140986
FBgn0266464,NM_001300390
FBgn0266464,NM_001300390
FBgn0266464,NM_001300390
FBgn0266464,NM_176499
FBgn0266464,NM_176499
FBgn0266464,NM_176499
FBgn0266464,NM_001300389
FBgn0266464,NM_001300389
FBgn0266464,NM_001300389
FBgn0266623,
FBgn0266623,
FBgn0266623,
FBti0061784,
FBti0061784,
FBti0061784,
FBti0064135,
FBti0064135,
FBti0064135,
FBti0020095,
FBti0020095,
FBti0020095,
FBti0148144,
FBti0148144,
FBti0148144,
FBgn0039770,NM_001300685
FBgn0039770,NM_001300685
FBgn0039770,NM_001300685
FBgn0039770,NM_001104511
FBgn0039770,NM_001104511
FBgn0039770,NM_001104511
FBgn0051368,NM_169439
FBgn0051368,NM_169439
FBgn0051368,NM_169439
FBgn0051368,NM_206476
FBgn0051368,NM_206476
FBgn0051368,NM_206476
FBgn0260718,
FBgn0260718,
FBgn0260718,
FBgn0260718,
FBgn0260718,
FBgn0260718,
FBgn0036552,NM_140565
FBgn0036552,NM_140565
FBgn0036552,NM_140565
FBgn0036552,NM_001202185
FBgn0036552,NM_001202185
FBgn0036552,NM_001202185
FBti0062311,
FBti0062311,
FBti0062311,
FBgn0039667,NM_001276140
FBgn0039667,NM_001276140
FBgn0039667,NM_001276140
FBgn0039667,NM_143439
FBgn0039667,NM_143439
FBgn0039667,NM_143439
FBgn0039667,NM_170412
FBgn0039667,NM_170412
FBgn0039667,NM_170412
FBti0019573,
FBti0019573,
FBti0019573,
FBgn0034217,NM_137366
FBgn0034217,NM_137366
FBgn0034217,NM_137366
FBti0062381,
FBti0062381,
FBti0062381,
FBgn0011999,
FBgn0011999,
FBgn0011999,
FBti0060624,
FBti0060624,
FBti0060624,
FBgn0015576,NM_079535
FBgn0015576,NM_079535
FBgn0015576,NM_079535
FBgn0037222,NM_001259972
FBgn0037222,NM_001259972
FBgn0037222,NM_001259972
FBgn0037222,NM_141184
FBgn0037222,NM_141184
FBgn0037222,NM_141184
FBgn0037222,NM_164322
FBgn0037222,NM_164322
FBgn0037222,NM_164322
FBti0059643,
FBti0059643,
FBti0059643,
FBgn0266244,
FBgn0266244,
FBgn0266244,
FBgn0038652,NM_169834
FBgn0038652,NM_169834
FBgn0038652,NM_169834
FBgn0038652,NM_001300470
FBgn0038652,NM_001300470
FBgn0038652,NM_001300470
FBgn0038652,NM_001170178
FBgn0038652,NM_001170178
FBgn0038652,NM_001170178
FBgn0038652,NM_001170180
FBgn0038652,NM_001170180
FBgn0038652,NM_001170180
FBgn0038652,NM_001170179
FBgn0038652,NM_001170179
FBgn0038652,NM_001170179
FBgn0038652,NM_142496
FBgn0038652,NM_142496
FBgn0038652,NM_142496
FBgn0031479,NM_078739
FBgn0031479,NM_078739
FBgn0031479,NM_078739
FBgn0053348,NM_206043
FBgn0053348,NM_206043
FBgn0053348,NM_206043
FBgn0030756,NM_132904
FBgn0030756,NM_132904
FBgn0030756,NM_132904
FBgn0011656,NM_057671
FBgn0011656,NM_057671
FBgn0011656,NM_057671
FBgn0011656,NM_001273912
FBgn0011656,NM_001273912
FBgn0011656,NM_001273912
FBgn0011656,NM_001382028
FBgn0011656,NM_001382028
FBgn0011656,NM_001382028
FBgn0011656,NM_057672
FBgn0011656,NM_057672
FBgn0011656,NM_057672
FBgn0011656,NM_057673
FBgn0011656,NM_057673
FBgn0011656,NM_057673
FBgn0011656,NM_001382026
FBgn0011656,NM_001382026
FBgn0011656,NM_001382026
FBgn0011656,NM_206067
FBgn0011656,NM_206067
FBgn0011656,NM_206067
FBgn0011656,NM_001382029
FBgn0011656,NM_001382029
FBgn0011656,NM_001382029
FBgn0011656,NM_001382027
FBgn0011656,NM_001382027
FBgn0011656,NM_001382027
FBgn0011656,NM_001273913
FBgn0011656,NM_001273913
FBgn0011656,NM_001273913
FBgn0011656,NM_057670
FBgn0011656,NM_057670
FBgn0011656,NM_057670
FBgn0037370,NM_141322
FBgn0037370,NM_141322
FBgn0037370,NM_141322
FBgn0265694,
FBgn0265694,
FBgn0265694,
FBtr0304433_df_nrg,
FBtr0304433_df_nrg,
FBtr0304433_df_nrg,
FBti0064024,
FBti0064024,
FBti0064024,
FBgn0037162,NM_141133
FBgn0037162,NM_141133
FBgn0037162,NM_141133
FBgn0033460,NM_001299328
FBgn0033460,NM_001299328
FBgn0033460,NM_001299328
FBgn0033460,NM_001299329
FBgn0033460,NM_001299329
FBgn0033460,NM_001299329
FBgn0033460,NM_136687
FBgn0033460,NM_136687
FBgn0033460,NM_136687
FBti0061465,
FBti0061465,
FBti0061465,
FBgn0030347,NM_001272538
FBgn0030347,NM_001272538
FBgn0030347,NM_001272538
FBgn0030347,NM_132532
FBgn0030347,NM_132532
FBgn0030347,NM_132532
FBgn0030989,NM_133125
FBgn0030989,NM_133125
FBgn0030989,NM_133125
FBgn0000337,NM_078927
FBgn0000337,NM_078927
FBgn0000337,NM_078927
FBgn0050401,NM_166493
FBgn0050401,NM_166493
FBgn0050401,NM_166493
FBgn0050401,NM_166494
FBgn0050401,NM_166494
FBgn0050401,NM_166494
FBti0215219,
FBgn0267276,
FBgn0267276,
FBgn0267276,
FBti0064128,
FBti0064128,
FBti0064128,
FBti0062449,
FBti0062449,
FBti0062449,
FBgn0033377,NM_136609
FBgn0033377,NM_136609
FBgn0033377,NM_136609
FBti0061618,
FBti0061618,
FBti0061618,
FBti0062596,
FBti0062596,
FBti0062596,
FBgn0034329,NM_137475
FBgn0034329,NM_137475
FBgn0034329,NM_137475
FBgn0004381,NM_079305
FBgn0004381,NM_079305
FBgn0004381,NM_079305
FBgn0004381,NM_001274797
FBgn0004381,NM_001274797
FBgn0004381,NM_001274797
FBgn0262516,NM_140888
FBgn0262516,NM_140888
FBgn0262516,NM_140888
FBgn0267438,
FBgn0267438,
FBgn0267438,
FBgn0014340,NM_078496
FBgn0014340,NM_078496
FBgn0014340,NM_078496
FBgn0031865,NM_135236
FBgn0031865,NM_135236
FBgn0031865,NM_135236
FBgn0031865,NM_164717
FBgn0031865,NM_164717
FBgn0031865,NM_164717
FBgn0027654,NM_170502
FBgn0027654,NM_170502
FBgn0027654,NM_170502
FBgn0027654,NM_170501
FBgn0027654,NM_170501
FBgn0027654,NM_170501
FBgn0027654,NM_143550
FBgn0027654,NM_143550
FBgn0027654,NM_143550
FBgn0262512,NM_057621
FBgn0262512,NM_057621
FBgn0262512,NM_057621
FBti0020128,
FBti0020128,
FBti0020128,
FBgn0041164,NM_001259674
FBgn0041164,NM_001259674
FBgn0041164,NM_001259674
FBgn0041164,NM_139559
FBgn0041164,NM_139559
FBgn0041164,NM_139559
FBgn0041164,NM_001014556
FBgn0041164,NM_001014556
FBgn0041164,NM_001014556
FBgn0028686,NM_132458
FBgn0028686,NM_132458
FBgn0028686,NM_132458
FBgn0028686,NM_001298179
FBgn0028686,NM_001298179
FBgn0028686,NM_001298179
FBti0215245,
FBgn0264389,NM_167427
FBgn0264389,NM_167427
FBgn0264389,NM_167427
FBgn0264389,NM_132766
FBgn0264389,NM_132766
FBgn0264389,NM_132766
FBgn0035176,NM_138228
FBgn0035176,NM_138228
FBgn0035176,NM_138228
FBti0062407,
FBti0062407,
FBti0062407,
FBti0063852,
FBti0063852,
FBti0063852,
FBgn0083986,NM_001043291
FBgn0083986,NM_001043291
FBgn0083986,NM_001043291
FBgn0260812,NM_001103488
FBgn0260812,NM_001103488
FBgn0260812,NM_001103488
FBgn0050000,NM_136665
FBgn0050000,NM_136665
FBgn0050000,NM_136665
FBti0062173,
FBti0062173,
FBti0062173,
FBgn0033438,NM_206066
FBgn0033438,NM_206066
FBgn0033438,NM_206066
FBgn0033438,NM_001273901
FBgn0033438,NM_001273901
FBgn0033438,NM_001273901
FBgn0033438,NM_136667
FBgn0033438,NM_136667
FBgn0033438,NM_136667
FBgn0030804,NM_132950
FBgn0030804,NM_132950
FBgn0030804,NM_132950
FBti0062597,
FBti0062597,
FBti0062597,
FBti0061755,
FBti0061755,
FBti0061755,
FBtr0445449_df_nrg,
FBtr0445449_df_nrg,
FBtr0445449_df_nrg,
FBgn0035257,NM_139389
FBgn0035257,NM_139389
FBgn0035257,NM_139389
FBgn0011666,NM_001276030
FBgn0011666,NM_001276030
FBgn0011666,NM_001276030
FBgn0011666,NM_001260374
FBgn0011666,NM_001260374
FBgn0011666,NM_001260374
FBgn0011666,NM_170229
FBgn0011666,NM_170229
FBgn0011666,NM_170229
FBgn0011666,NM_001276032
FBgn0011666,NM_001276032
FBgn0011666,NM_001276032
FBgn0011666,NM_079838
FBgn0011666,NM_079838
FBgn0011666,NM_079838
FBgn0011666,NM_001276031
FBgn0011666,NM_001276031
FBgn0011666,NM_001276031
FBgn0011666,NM_001260375
FBgn0011666,NM_001260375
FBgn0011666,NM_001260375
FBgn0264342,NM_001273114
FBgn0264342,NM_001273114
FBgn0264342,NM_001273114
FBtr0472756_df_nrg,
FBtr0472756_df_nrg,
FBtr0472756_df_nrg,
FBgn0034097,NM_137258
FBgn0034097,NM_137258
FBgn0034097,NM_137258
FBgn0040751,NM_144123
FBgn0040751,NM_144123
FBgn0040751,NM_144123
FBgn0266088,
FBgn0266088,
FBgn0266088,
FBgn0051518,
FBgn0051518,
FBgn0051518,
FBgn0039411,NM_001104465
FBgn0039411,NM_001104465
FBgn0039411,NM_001104465
FBgn0039411,NM_170258
FBgn0039411,NM_170258
FBgn0039411,NM_170258
FBgn0039411,NM_001104466
FBgn0039411,NM_001104466
FBgn0039411,NM_001104466
FBgn0034057,NM_137226
FBgn0034057,NM_137226
FBgn0034057,NM_137226
FBgn0039338,NM_170228
FBgn0039338,NM_170228
FBgn0039338,NM_170228
FBgn0039338,NM_001300599
FBgn0039338,NM_001300599
FBgn0039338,NM_001300599
FBgn0039338,NM_001300598
FBgn0039338,NM_001300598
FBgn0039338,NM_001300598
FBgn0039338,NM_143141
FBgn0039338,NM_143141
FBgn0039338,NM_143141
FBgn0034504,NM_137632
FBgn0034504,NM_137632
FBgn0034504,NM_137632
FBgn0034504,NM_166390
FBgn0034504,NM_166390
FBgn0034504,NM_166390
FBgn0034504,NM_001299702
FBgn0034504,NM_001299702
FBgn0034504,NM_001299702
FBgn0034504,NM_166389
FBgn0034504,NM_166389
FBgn0034504,NM_166389
FBgn0004648,NM_001297814
FBgn0004648,NM_001297814
FBgn0004648,NM_001297814
FBgn0004648,NM_206598
FBgn0004648,NM_206598
FBgn0004648,NM_206598
FBgn0004648,NM_206597
FBgn0004648,NM_206597
FBgn0004648,NM_206597
FBgn0004648,NM_206596
FBgn0004648,NM_206596
FBgn0004648,NM_206596
FBgn0004648,NM_176679
FBgn0004648,NM_176679
FBgn0004648,NM_176679
FBgn0004648,NM_001144669
FBgn0004648,NM_001144669
FBgn0004648,NM_001144669
FBgn0004648,NM_166846
FBgn0004648,NM_166846
FBgn0004648,NM_166846
FBgn0004648,NM_080293
FBgn0004648,NM_080293
FBgn0004648,NM_080293
FBgn0004648,NM_001297813
FBgn0004648,NM_001297813
FBgn0004648,NM_001297813
FBgn0004648,NM_206599
FBgn0004648,NM_206599
FBgn0004648,NM_206599
FBgn0004648,NM_001297815
FBgn0004648,NM_001297815
FBgn0004648,NM_001297815
FBgn0034501,NM_001382024
FBgn0034501,NM_001382024
FBgn0034501,NM_001382024
FBgn0034501,NM_001382025
FBgn0034501,NM_001382025
FBgn0034501,NM_001382025
FBgn0036242,NM_140284
FBgn0036242,NM_140284
FBgn0036242,NM_140284
FBgn0266966,
FBgn0266966,
FBgn0266966,
FBti0061013,
FBti0061013,
FBti0061013,
FBgn0266744,
FBgn0266744,
FBgn0266744,
FBgn0266744,
FBgn0266744,
FBgn0266744,
FBti0060177,
FBti0060177,
FBti0060177,
FBti0020291,
FBti0020291,
FBti0020291,
FBti0019022,
FBti0019022,
FBti0019022,
FBgn0264604,
FBgn0264604,
FBgn0264604,
FBgn0036359,NM_140387
FBgn0036359,NM_140387
FBgn0036359,NM_140387
FBgn0029662,NM_166974
FBgn0029662,NM_166974
FBgn0029662,NM_166974
FBgn0029662,NM_130704
FBgn0029662,NM_130704
FBgn0029662,NM_130704
FBgn0029662,NM_166973
FBgn0029662,NM_166973
FBgn0029662,NM_166973
FBgn0037330,NM_141284
FBgn0037330,NM_141284
FBgn0037330,NM_141284
FBgn0036847,NM_140832
FBgn0036847,NM_140832
FBgn0036847,NM_140832
FBgn0011745,NM_079607
FBgn0011745,NM_079607
FBgn0011745,NM_079607
FBgn0011956,
FBgn0011956,
FBgn0011956,
FBgn0028668,NM_168459
FBgn0028668,NM_168459
FBgn0028668,NM_168459
FBgn0266245,
FBgn0266245,
FBgn0266245,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
FBgn0267704,
