Assembly1	Assembly2	Size
211000022280684	chrUn_DS483900v1	3960
211000022279542	chrX_DS484715v1_random	1595
211000022279844	chrUn_DS483939v1	3649
211000022280535	chrUn_DS484222v1	2583
211000022278634	chrX_DS484626v1_random	1786
211000022278262	chrUn_DS484822v1	1436
211000022279619	chrUn_DS484774v1	1492
211000022279074	chrX_DS484775v1_random	1492
211000022278895	chrY_DS484056v1_random	3077
Y_mapped_Scaffold_12_D1771	chrY_CP007109v1_random	66439
211000022278834	chrX_DS485898v1_random	1028
211000022280266	chrUn_DS485897v1	1028
4	chr4	1348131
211000022280061	chrX_DS484697v1_random	1636
211000022280058	chrUn_DS484343v1	2325
Y_mapped_Scaffold_15_D1727	chrY_CP007110v1_random	33316
211000022279684	chrUn_DS485482v1	1129
211000022278987	chrY_DS485483v1_random	1129
211000022279899	chrUn_DS485481v1	1129
211000022278933	chrX_DS485478v1_random	1129
211000022280624	chrX_DS483851v1_random	4395
211000022279940	chrUn_DS483858v1	4361
211000022278074	chrUn_DS485998v1	1003
211000022278915	chrUn_DS484987v1	1302
211000022279570	chrX_DS485119v1_random	1235
211000022279412	chrUn_DS485118v1	1235
211000022278775	chrX_DS484406v1_random	2177
211000022280557	chrUn_DS484031v1	3190
211000022279127	chrUn_DS485224v1	1200
211000022279531	chrX_DS485225v1_random	1200
211000022278430	chrUn_DS485223v1	1200
211000022278354	chrUn_DS483723v1	21074
211000022280529	chrX_DS483892v1_random	4013
211000022279040	chrUn_DS484721v1	1581
211000022279819	chrUn_DS485204v1	1207
211000022280632	chrX_DS484166v1_random	2750
211000022279091	chrUn_DS483855v1	4377
211000022280033	chrUn_DS484264v1	2479
211000022278468	chrX_DS484558v1_random	1906
211000022278038	chrUn_DS484861v1	1395
211000022280057	chrY_DS485885v1_random	1030
211000022278680	chrUn_DS485883v1	1030
211000022278588	chrUn_DS485886v1	1030
211000022279675	chrUn_DS483915v1	3858
211000022279733	chrUn_DS484471v1	2050
211000022278179	chrUn_DS486002v1	1001
211000022278576	chrUn_DS486005v1	1001
211000022278495	chrY_DS486003v1_random	1001
211000022278384	chrUn_DS486008v1	1001
211000022279016	chrUn_DS486004v1	1001
211000022279727	chrUn_DS485728v1	1064
211000022279137	chrY_DS485732v1_random	1064
211000022279149	chrUn_DS485729v1	1064
211000022278889	chrUn_DS485064v1	1262
211000022278302	chrUn_DS485065v1	1262
211000022278932	chrUn_DS485062v1	1262
211000022278524	chrX_DS485676v1_random	1078
211000022279467	chrX_DS485672v1_random	1078
211000022278371	chrUn_DS485673v1	1078
211000022278301	chrUn_DS485675v1	1078
211000022279031	chrY_DS485749v1_random	1060
211000022278881	chrUn_DS485751v1	1060
211000022279927	chrUn_DS485750v1	1060
211000022278707	chrUn_DS484481v1	2027
Y	chrY	3667352
211000022279243	chrUn_DS483919v1	3807
211000022279969	chrUn_DS484557v1	1907
211000022279247	chrUn_DS484312v1	2382
211000022279058	chrUn_DS484331v1	2352
211000022279391	chrY_DS485452v1_random	1136
211000022279941	chrY_DS485450v1_random	1136
211000022278333	chrUn_DS485451v1	1136
211000022279222	chrUn_DS485453v1	1136
211000022278230	chrX_DS485994v1_random	1004
211000022278137	chrUn_DS485995v1	1004
211000022279409	chrUn_DS485996v1	1004
211000022279103	chrUn_DS485997v1	1004
211000022278589	chrUn_DS484493v1	2005
211000022278984	chrY_DS484492v1_random	2005
211000022280304	chrUn_DS485107v1	1239
211000022278100	chrUn_DS483906v1	3924
211000022280344	chrUn_DS484592v1	1851
211000022278279	chrUn_CP007102v1	12714
211000022279893	chrUn_DS483689v1	12034
211000022279303	chrX_DS484580v1_random	1871
211000022279327	chrX_DS485762v1_random	1057
211000022278515	chrUn_DS484505v1	1986
211000022278619	chrX_DS484504v1_random	1986
211000022278607	chrX_DS484995v1_random	1296
211000022280742	chrY_DS483677v1_random	12513
211000022278916	chrUn_DS483680v1	12399
211000022278672	chrUn_DS484383v1	2221
211000022278135	chrY_DS485113v1_random	1237
211000022278438	chrUn_DS484040v1	3159
211000022280024	chrY_DS484377v1_random	2232
211000022279949	chrUn_DS484378v1	2232
211000022278633	chrX_DS484625v1_random	1787
211000022278722	chrY_DS484986v1_random	1303
211000022278894	chrUn_DS484985v1	1303
211000022280595	chrUn_DS483999v1	3308
211000022280659	chrUn_DS483641v1	14503
211000022278413	chrUn_DS484904v1	1366
211000022278196	chrUn_DS485181v1	1214
211000022279995	chrY_DS485430v1_random	1141
211000022279987	chrUn_DS485429v1	1141
211000022278602	chrUn_DS483936v1	3681
211000022279628	chrUn_DS484524v1	1961
211000022280195	chrUn_DS484525v1	1961
211000022279268	chrY_DS484523v1_random	1961
211000022279432	chrUn_DS485087v1	1249
211000022280125	chrX_DS485756v1_random	1058
211000022279801	chrY_DS485755v1_random	1058
211000022279782	chrUn_DS485757v1	1058
211000022278106	chrUn_DS485760v1	1058
211000022280088	chrX_DS484382v1_random	2223
211000022278640	chrX_DS485110v1_random	1238
211000022278814	chrX_DS485109v1_random	1238
211000022278971	chrX_DS485112v1_random	1238
211000022278882	chrX_DS485111v1_random	1238
211000022280105	chrUn_DS484004v1	3277
211000022279372	chrUn_DS483908v1	3913
211000022280593	chrX_DS483909v1_random	3913
211000022278712	chrUn_DS483808v1	5060
211000022280065	chrUn_DS485640v1	1087
211000022279551	chrUn_DS485642v1	1087
211000022279403	chrY_DS485641v1_random	1087
211000022279287	chrX_DS484165v1_random	2751
211000022279560	chrY_DS484983v1_random	1304
211000022278899	chrUn_DS484979v1	1304
211000022279143	chrUn_DS484982v1	1304
211000022279354	chrUn_DS484984v1	1304
211000022279904	chrUn_DS484797v1	1467
211000022280623	chrUn_DS483896v1	3991
211000022279745	chrUn_DS484614v1	1806
211000022279990	chrUn_DS485088v1	1248
211000022280002	chrUn_DS483870v1	4231
211000022278832	chrX_DS484935v1_random	1336
211000022279316	chrX_DS484702v1_random	1623
211000022279936	chrY_DS484674v1_random	1690
211000022279025	chrY_DS484675v1_random	1690
211000022278831	chrX_DS484252v1_random	2520
211000022279573	chrUn_DS484253v1	2520
211000022279580	chrUn_DS485011v1	1285
211000022278249	chrX_DS484367v1_random	2259
211000022278629	chrX_DS484368v1_random	2259
211000022279104	chrY_DS484574v1_random	1890
211000022280293	chrUn_DS484573v1	1890
211000022278938	chrX_DS484683v1_random	1679
211000022279473	chrUn_DS484565v1	1901
211000022280333	chrUn_DS484120v1	2855
211000022279468	chrY_DS483967v1_random	3499
211000022280336	chrUn_DS484853v1	1406
211000022280302	chrUn_DS484308v1	2385
211000022279635	chrUn_DS484307v1	2385
211000022280144	chrUn_DS484306v1	2385
211000022279530	chrX_DS484319v1_random	2372
211000022278359	chrX_DS484399v1_random	2192
211000022278815	chrX_DS484569v1_random	1895
211000022278826	chrX_DS484570v1_random	1895
Y_mapped_Scaffold_53_D1765	chrY_CP007118v1_random	44104
211000022279470	chrUn_DS484435v1	2105
211000022278968	chrUn_DS484436v1	2105
211000022280164	chrUn_DS485330v1	1166
211000022279549	chrUn_DS485326v1	1166
211000022279266	chrY_DS485329v1_random	1166
211000022279333	chrY_DS485328v1_random	1166
211000022279892	chrUn_DS483737v1	13553
211000022280626	chrUn_DS484294v1	2419
211000022279189	chrUn_DS483693v1	11958
211000022280462	chrUn_DS483785v1	5772
211000022279855	chrUn_DS483867v1	4272
211000022279464	chrUn_DS484847v1	1411
211000022278544	chrX_DS484023v1_random	3206
211000022279011	chrUn_DS484355v1	2291
211000022278476	chrX_DS484913v1_random	1355
211000022278609	chrX_DS484911v1_random	1355
211000022279755	chrY_DS484181v1_random	2694
211000022279437	chrX_DS484826v1_random	1432
211000022278568	chrUn_DS484825v1	1432
211000022278139	chrUn_DS484827v1	1432
211000022280328	chrUn_DS483646v1	14098
211000022280448	chrUn_DS483895v1	4006
211000022279774	chrX_DS484345v1_random	2318
211000022280139	chrUn_DS485157v1	1225
211000022278755	chrUn_DS485153v1	1225
211000022280126	chrUn_DS485154v1	1225
211000022280085	chrUn_DS485152v1	1225
211000022280303	chrUn_DS485155v1	1225
211000022279128	chrUn_DS485156v1	1225
211000022279449	chrUn_DS483825v1	4815
211000022279832	chrX_DS485597v1_random	1100
211000022278880	chrX_DS485599v1_random	1100
211000022279642	chrY_DS484063v1_random	3046
211000022280606	chrUn_DS483937v1	3660
211000022279876	chrY_DS484820v1_random	1440
211000022278224	chrUn_DS484689v1	1650
211000022278654	chrX_DS485126v1_random	1233
211000022279417	chrUn_DS485127v1	1233
211000022278522	chrUn_DS484452v1	2086
211000022278315	chrX_DS484730v1_random	1560
211000022280292	chrUn_DS484729v1	1560
211000022278773	chrUn_DS485056v1	1263
211000022278993	chrUn_DS485058v1	1263
211000022279015	chrUn_DS485059v1	1263
211000022278122	chrX_DS484968v1_random	1311
211000022279362	chrUn_DS484967v1	1311
211000022279842	chrUn_DS484742v1	1543
211000022278477	chrX_DS485358v1_random	1159
211000022279135	chrUn_DS485361v1	1159
211000022278403	chrUn_DS485357v1	1159
211000022279164	chrY_DS485359v1_random	1159
211000022279857	chrX_DS485360v1_random	1159
211000022279239	chrUn_DS484087v1	2937
211000022279608	chrX_DS484088v1_random	2937
211000022280102	chrUn_DS484773v1	1494
211000022278859	chrUn_DS485664v1	1081
211000022278592	chrUn_DS485661v1	1081
211000022278361	chrX_DS484012v1_random	3254
211000022278353	chrX_DS484428v1_random	2114
211000022279656	chrUn_DS485036v1	1274
211000022280262	chrUn_DS485035v1	1274
211000022279553	chrX_DS484359v1_random	2284
211000022278594	chrUn_DS484772v1	1502
211000022279376	chrUn_DS484472v1	2046
211000022278202	chrUn_DS485280v1	1184
211000022278910	chrX_DS485277v1_random	1184
211000022279339	chrX_DS485278v1_random	1184
211000022279830	chrX_DS485281v1_random	1184
211000022279913	chrUn_DS483816v1	4939
211000022279393	chrUn_DS484886v1	1377
211000022280071	chrUn_DS484888v1	1377
211000022279433	chrUn_DS484889v1	1377
211000022280181	chrUn_DS484887v1	1377
211000022280272	chrUn_DS484104v1	2893
211000022280439	chrX_DS483907v1_random	3921
211000022278311	chrUn_DS485703v1	1071
211000022279882	chrX_DS485707v1_random	1071
211000022280463	chrUn_DS483943v1	3638
211000022278857	chrX_DS484731v1_random	1558
211000022278217	chrUn_DS483711v1	14687
211000022278668	chrUn_DS485255v1	1190
211000022278407	chrUn_DS485254v1	1190
211000022280319	chrUn_DS485256v1	1190
211000022278352	chrX_DS484583v1_random	1869
211000022278277	chrX_DS484585v1_random	1869
211000022279921	chrUn_DS484584v1	1869
211000022279488	chrUn_DS484098v1	2911
211000022278317	chrX_DS484512v1_random	1970
211000022279120	chrUn_DS485902v1	1026
211000022279351	chrUn_DS485903v1	1026
211000022280668	chrX_DS483969v1_random	3498
211000022279380	chrUn_DS483792v1	5465
211000022278388	chrUn_DS484653v1	1732
211000022278760	chrY_DS485423v1_random	1144
211000022279901	chrY_DS485422v1_random	1144
211000022278263	chrUn_DS485421v1	1144
211000022279175	chrUn_DS485420v1	1144
211000022280180	chrUn_DS485419v1	1144
211000022278151	chrUn_DS484938v1	1334
211000022280141	chrUn_DS484221v1	2584
211000022278171	chrUn_DS485246v1	1193
211000022279758	chrUn_DS485247v1	1193
211000022280076	chrUn_DS485245v1	1193
211000022279444	chrUn_DS485243v1	1193
211000022278475	chrX_DS484608v1_random	1818
211000022278625	chrX_DS484609v1_random	1818
211000022278740	chrUn_DS484262v1	2491
211000022278644	chrX_DS484879v1_random	1381
211000022279890	chrUn_DS484878v1	1381
211000022279870	chrY_DS484757v1_random	1525
211000022278307	chrUn_DS484756v1	1525
211000022278692	chrX_DS484758v1_random	1525
211000022278969	chrUn_DS484713v1	1608
211000022278228	chrX_DS484622v1_random	1793
211000022279100	chrUn_DS484916v1	1352
211000022279246	chrUn_DS484748v1	1538
211000022280565	chrUn_DS483941v1	3646
211000022278165	chrX_DS484664v1_random	1713
211000022278947	chrUn_DS484760v1	1521
211000022278489	chrX_DS484235v1_random	2557
211000022278399	chrUn_DS483694v1	11951
211000022278473	chrX_DS484647v1_random	1743
211000022278596	chrX_DS485860v1_random	1036
211000022278158	chrUn_DS485859v1	1036
211000022279034	chrY_DS485752v1_random	1059
211000022279952	chrUn_DS485754v1	1059
211000022278720	chrUn_DS485753v1	1059
211000022279980	chrUn_DS484267v1	2476
211000022278821	chrX_DS484136v1_random	2823
2R2_mapped_Scaffold_56_D1828	chrUn_CP007073v1	13157
211000022278620	chrX_DS484695v1_random	1637
211000022279064	chrX_DS484694v1_random	1637
211000022279680	chrY_DS484696v1_random	1637
211000022279124	chrUn_DS485117v1	1236
211000022280621	chrUn_DS484386v1	2216
211000022280074	chrUn_DS484693v1	1641
211000022279693	chrUn_DS485952v1	1014
211000022280290	chrUn_DS485955v1	1014
211000022279792	chrUn_DS485953v1	1014
211000022279972	chrY_DS485956v1_random	1014
211000022278424	chrUn_DS485954v1	1014
211000022278404	chrUn_DS484122v1	2849
211000022279328	chrX_DS485012v1_random	1284
211000022278405	chrY_DS485013v1_random	1284
211000022278842	chrX_DS484644v1_random	1747
211000022279159	chrUn_DS484646v1	1747
211000022279296	chrX_DS484645v1_random	1747
211000022280030	chrUn_DS484901v1	1368
211000022279907	chrY_DS484876v1_random	1382
211000022280610	chrUn_DS484113v1	2876
211000022278546	chrUn_DS484190v1	2668
211000022279221	chrUn_DS485518v1	1119
211000022279240	chrUn_DS485517v1	1119
211000022280008	chrUn_DS484022v1	3209
211000022279902	chrX_DS484268v1_random	2475
211000022280554	chrUn_DS483992v1	3365
211000022280656	chrUn_DS483798v1	5324
211000022280161	chrUn_DS484621v1	1797
211000022279261	chrY_DS484249v1_random	2522
211000022278604	chrUn_DS485019v1	1280
211000022279770	chrUn_DS485020v1	1280
211000022280068	chrUn_DS483868v1	4256
211000022278208	chrX_DS484084v1_random	2956
211000022279048	chrUn_DS484991v1	1299
211000022279932	chrY_DS484390v1_random	2206
211000022279626	chrUn_DS485947v1	1016
211000022279736	chrUn_DS485946v1	1016
211000022279741	chrUn_DS485944v1	1016
211000022278269	chrUn_DS483700v1	11430
211000022278822	chrX_DS484871v1_random	1386
211000022280346	chrUn_DS484870v1	1386
211000022280135	chrUn_DS484424v1	2124
211000022279663	chrUn_DS484425v1	2124
211000022278934	chrUn_DS484333v1	2344
211000022278652	chrUn_DS484404v1	2185
211000022280202	chrUn_DS483866v1	4273
211000022280044	chrY_DS484924v1_random	1341
211000022279065	chrX_DS484677v1_random	1687
211000022279837	chrUn_DS484080v1	2971
211000022278869	chrUn_DS484313v1	2381
211000022279810	chrUn_DS484314v1	2381
211000022279918	chrY_DS485143v1_random	1227
211000022279645	chrUn_DS485146v1	1227
211000022280318	chrUn_DS485144v1	1227
211000022279156	chrUn_DS485148v1	1227
211000022279090	chrY_DS484706v1_random	1619
211000022279659	chrUn_DS485587v1	1103
211000022278862	chrUn_DS485585v1	1103
211000022279160	chrUn_DS485588v1	1103
211000022280232	chrUn_DS485448v1	1137
211000022280699	chrUn_DS483760v1	6825
211000022278533	chrUn_DS485542v1	1114
211000022279325	chrUn_DS485544v1	1114
211000022279874	chrUn_DS485540v1	1114
211000022278248	chrUn_DS485541v1	1114
211000022279399	chrUn_DS485543v1	1114
211000022278886	chrUn_DS485545v1	1114
211000022280625	chrX_DS483926v1_random	3745
211000022279089	chrUn_DS485566v2	544
211000022278507	chrUn_DS484303v1	2390
211000022278335	chrUn_DS484304v1	2390
211000022278557	chrX_DS484354v1_random	2293
211000022279361	chrUn_DS485428v1	1142
211000022280018	chrUn_DS485426v1	1142
211000022278936	chrY_DS485427v1_random	1142
211000022278536	chrUn_DS484350v1	2304
211000022279730	chrX_DS483955v1_random	3553
211000022280127	chrUn_DS483956v1	3553
211000022278396	chrUn_DS483957v1	3553
211000022278220	chrUn_DS484339v1	2330
211000022279521	chrUn_DS484148v1	2795
211000022279416	chrUn_DS484149v1	2795
211000022278387	chrUn_DS484329v1	2354
211000022279833	chrX_DS485345v1_random	1161
211000022279304	chrX_DS485351v1_random	1161
211000022278708	chrUn_DS485349v1	1161
211000022279139	chrUn_DS484593v1	1849
211000022280694	chrUn_DS484735v1	1553
211000022278671	chrX_DS484740v1_random	1546
211000022278790	chrUn_DS484170v1	2733
211000022279115	chrUn_DS485456v1	1135
211000022278221	chrUn_DS485457v1	1135
211000022279543	chrX_DS485454v1_random	1135
211000022278865	chrUn_DS484948v1	1328
Y_mapped_Scaffold_23_D1638	chrY_CP007114v1_random	31460
211000022280093	chrUn_DS484070v1	3009
211000022280459	chrUn_DS483806v1	5098
211000022279710	chrUn_DS484254v1	2517
211000022278418	chrY_DS485016v1_random	1282
211000022279649	chrY_DS484043v1_random	3154
211000022278966	chrUn_DS483871v1	4225
211000022280734	chrUn_DS483754v1	7003
211000022278314	chrX_DS484650v1_random	1737
211000022280315	chrUn_DS484699v1	1629
211000022279352	chrY_DS485409v1_random	1147
211000022280130	chrUn_DS485410v1	1147
211000022278401	chrUn_DS485407v1	1147
211000022279340	chrX_DS484322v1_random	2366
211000022278195	chrUn_DS483921v1	3806
211000022279743	chrUn_DS483920v1	3806
211000022280504	chrY_DS483889v1_random	4059
211000022278273	chrUn_DS483719v1	12027
211000022278114	chrUn_DS484191v1	2665
211000022279337	chrUn_DS484651v1	1734
211000022279185	chrUn_DS485192v1	1210
211000022279562	chrUn_DS484169v1	2736
211000022280461	chrUn_DS483812v1	4996
211000022279737	chrUn_DS484874v1	1384
211000022279653	chrUn_DS484183v1	2688
211000022278278	chrY_DS484184v1_random	2688
211000022279606	chrUn_DS484003v1	3284
211000022279101	chrUn_DS484385v1	2217
211000022279661	chrY_DS485625v1_random	1090
211000022278537	chrUn_DS485623v1	1090
211000022280291	chrUn_DS485624v1	1090
211000022280075	chrUn_DS485627v1	1090
211000022279151	chrUn_DS485622v1	1090
211000022279867	chrUn_DS484117v1	2860
211000022280227	chrUn_DS484116v1	2860
211000022279998	chrX_DS485017v1_random	1281
211000022280566	chrUn_DS483985v1	3389
211000022279374	chrUn_DS485632v1	1088
211000022279533	chrUn_DS485636v1	1088
211000022278349	chrUn_DS485634v1	1088
211000022278909	chrX_DS485635v1_random	1088
211000022279421	chrUn_DS484929v1	1339
211000022280206	chrUn_DS484930v1	1339
211000022279529	chrUn_DS484852v1	1407
XY_mapped_Scaffold_42_D1648	chrUn_CP007105v1	47411
211000022278988	chrUn_DS484578v1	1872
211000022279199	chrUn_DS484579v1	1872
211000022279767	chrX_DS484978v1_random	1306
211000022279704	chrX_DS484328v1_random	2355
211000022279701	chrUn_DS483841v1	4553
211000022279917	chrX_DS484203v1_random	2635
211000022279177	chrUn_DS483772v1	6076
211000022280283	chrUn_DS483863v1	4305
211000022278485	chrX_DS485476v1_random	1130
211000022278445	chrUn_DS485475v1	1130
211000022278788	chrUn_DS485477v1	1130
211000022279896	chrUn_DS484671v1	1703
211000022278491	chrX_DS484672v1_random	1703
211000022279053	chrUn_DS485867v1	1035
211000022278970	chrUn_DS485863v1	1035
211000022278562	chrUn_DS485864v1	1035
211000022279050	chrUn_DS485868v1	1035
211000022278538	chrY_DS485865v1_random	1035
211000022280747	chrUn_DS484317v1	2378
211000022280562	chrUn_DS483949v1	3593
211000022278670	chrX_DS484703v1_random	1622
211000022278502	chrX_DS484600v1_random	1841
211000022279080	chrX_DS484599v1_random	1841
211000022278415	chrUn_DS483707v1	25840
211000022279911	chrUn_DS484177v1	2703
211000022279001	chrUn_DS483740v1	12002
211000022280587	chrX_DS484046v1_random	3123
211000022279777	chrUn_DS484047v1	3123
Unmapped_Scaffold_46_D1675	chrUn_CP007095v1	25560
211000022278676	chrUn_DS484884v1	1378
211000022279877	chrUn_DS483989v1	3373
211000022278272	chrUn_DS485973v1	1010
211000022279639	chrY_DS485974v1_random	1010
211000022279646	chrY_DS485972v1_random	1010
211000022279235	chrY_DS485975v1_random	1010
211000022278462	chrX_DS484564v1_random	1902
211000022280114	chrUn_DS484055v1	3080
211000022278785	chrUn_DS484054v1	3080
211000022280560	chrUn_DS483881v1	4135
211000022280187	chrY_DS483725v1_random	13079
211000022279081	chrX_DS484072v1_random	3002
211000022280762	chrUn_DS483874v1	4202
211000022279994	chrX_DS484273v1_random	2463
211000022279476	chrUn_DS484403v1	2187
211000022280138	chrY_DS484175v1_random	2709
211000022279454	chrUn_DS484851v1	1408
211000022278646	chrX_DS484850v1_random	1408
211000022278795	chrY_DS483987v1_random	3375
211000022279711	chrUn_DS484279v1	2438
211000022279178	chrUn_DS484281v1	2438
211000022280492	chrUn_DS484280v1	2438
211000022279093	chrX_DS484623v1_random	1792
211000022279592	chrUn_DS485717v1	1069
211000022279742	chrUn_DS485714v1	1069
211000022280598	chrUn_DS484256v1	2511
211000022278282	chrUn_DS484257v1	2511
211000022279377	chrY_DS485764v1_random	1056
211000022278417	chrX_DS485765v1_random	1056
211000022278989	chrUn_DS485766v1	1056
211000022279211	chrY_DS485767v1_random	1056
211000022280631	chrUn_DS484426v1	2119
211000022280325	chrUn_DS484754v1	1527
211000022280116	chrY_DS484875v1_random	1383
Unmapped_Scaffold_28_D1723	chrUn_CP007087v1	46986
211000022278472	chrX_DS484691v1_random	1643
211000022279934	chrUn_DS484692v1	1643
211000022279795	chrY_DS484531v1_random	1946
211000022279672	chrUn_DS485630v1	1089
211000022279943	chrUn_DS485628v1	1089
211000022278549	chrUn_DS483695v1	11743
211000022280051	chrUn_DS485648v1	1086
211000022278803	chrY_DS485646v1_random	1086
211000022278223	chrUn_DS485643v1	1086
211000022279605	chrX_DS485647v1_random	1086
211000022278653	chrUn_DS483736v1	14006
211000022279114	chrUn_DS483726v1	14983
211000022279280	chrY_DS485343v1_random	1162
211000022278313	chrUn_DS485341v1	1162
211000022278520	chrUn_DS485342v1	1162
211000022278875	chrUn_DS483650v1	13906
211000022279723	chrUn_DS485004v1	1290
211000022279366	chrUn_DS484550v1	1924
211000022280620	chrX_DS483946v1_random	3603
211000022280522	chrUn_DS483947v1	3603
211000022278624	chrX_DS485164v1_random	1223
211000022280308	chrUn_DS485162v1	1223
211000022278758	chrUn_DS485163v1	1223
211000022279910	chrY_DS485512v1_random	1122
211000022279490	chrUn_DS484678v1	1685
211000022278765	chrUn_DS483849v1	4400
211000022279705	chrX_DS483843v1_random	4515
211000022279244	chrX_DS484733v1_random	1556
211000022280029	chrX_DS484732v1_random	1556
211000022278717	chrUn_DS485089v1	1247
211000022278648	chrX_DS484215v1_random	2605
211000022279732	chrX_DS484361v1_random	2282
211000022280156	chrUn_DS483964v1	3519
Y_mapped_Scaffold_30_D1720	chrY_CP007116v1_random	25805
211000022280551	chrUn_DS483927v1	3737
211000022280612	chrX_DS484538v1_random	1936
211000022280605	chrUn_DS484539v1	1936
211000022279700	chrUn_DS484041v1	3157
211000022278120	chrUn_DS484489v1	2008
211000022280191	chrUn_DS485002v1	1291
211000022278726	chrX_DS484690v1_random	1645
211000022278956	chrY_DS485840v1_random	1041
211000022279329	chrUn_DS485841v1	1041
211000022278983	chrUn_DS485842v1	1041
211000022278854	chrX_DS484590v1_random	1856
Unmapped_Scaffold_13_D1782	chrUn_CP007083v1	25537
211000022279951	chrY_DS483988v1_random	3374
211000022280247	chrUn_DS484662v1	1715
211000022278848	chrUn_DS485082v1	1251
211000022280045	chrUn_DS485085v1	1251
211000022280020	chrUn_DS485083v1	1251
211000022278843	chrX_DS485084v1_random	1251
211000022279450	chrUn_DS484658v1	1719
211000022278559	chrUn_DS484659v1	1719
211000022279641	chrUn_DS484463v1	2064
211000022278338	chrUn_DS485024v1	1278
211000022278980	chrUn_DS485026v1	1278
211000022279411	chrUn_DS485025v1	1278
211000022280035	chrUn_DS484086v1	2943
211000022280707	chrUn_DS484176v1	2708
211000022279948	chrUn_DS484147v1	2796
211000022278630	chrX_DS484198v1_random	2641
211000022279689	chrX_DS484356v1_random	2289
211000022280676	chrUn_DS484872v1	1385
211000022279579	chrUn_DS483659v1	13416
211000022278673	chrUn_DS485331v1	1165
211000022278423	chrUn_DS485333v1	1165
211000022279778	chrUn_DS485149v1	1226
211000022279979	chrUn_DS485151v1	1226
211000022278242	chrUn_DS485150v1	1226
211000022280654	chrUn_DS483951v1	3574
211000022279319	chrY_DS484994v1_random	1297
211000022278153	chrY_DS484992v1_random	1297
211000022278574	chrUn_DS484993v1	1297
211000022279690	chrX_DS485418v1_random	1145
211000022280237	chrUn_DS483735v1	15068
211000022279991	chrUn_DS485190v1	1211
211000022279300	chrX_DS485189v1_random	1211
211000022279121	chrUn_DS484629v1	1785
211000022278613	chrX_DS484628v1_random	1785
211000022280542	chrX_DS484075v1_random	2996
Unmapped_Scaffold_4_D1555_D1692	chrUn_CP007080v1	86267
211000022280568	chrUn_DS484375v1	2234
211000022279652	chrUn_DS485500v1	1124
211000022278751	chrUn_DS485501v1	1124
211000022280121	chrUn_DS485227v1	1199
211000022278503	chrUn_DS485226v1	1199
211000022280490	chrUn_DS483751v1	7314
211000022279698	chrX_DS484125v1_random	2844
