Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Transcription start site (TSS)
ENSDARG00000060537	20	44582318	44792557	1	44582321
ENSDARG00000060537	20	44582318	44792557	1	44609771
ENSDARG00000060537	20	44582318	44792557	1	44582318
ENSDARG00000060537	20	44582318	44792557	1	44582451
ENSDARG00000058039	24	24461341	24463346	1	24461341
ENSDARG00000058039	24	24461341	24463346	1	24461558
ENSDARG00000027618	22	31207226	31466591	1	31207799
ENSDARG00000027618	22	31207226	31466591	1	31244728
ENSDARG00000027618	22	31207226	31466591	1	31330485
ENSDARG00000027618	22	31207226	31466591	1	31207226
ENSDARG00000027618	22	31207226	31466591	1	31295791
ENSDARG00000079253	18	33981474	34143189	-1	34061477
ENSDARG00000079253	18	33981474	34143189	-1	34143189
ENSDARG00000020242	17	50701748	50787754	1	50701881
ENSDARG00000020242	17	50701748	50787754	1	50701895
ENSDARG00000020242	17	50701748	50787754	1	50701748
ENSDARG00000020242	17	50701748	50787754	1	50701748
ENSDARG00000063596	15	1749843	1765137	-1	1765137
ENSDARG00000063596	15	1749843	1765137	-1	1765098
ENSDARG00000021985	15	23680018	23692359	-1	23692359
ENSDARG00000011091	5	58075301	58173627	-1	58112032
ENSDARG00000011091	5	58075301	58173627	-1	58173627
ENSDARG00000026049	15	5086338	5106171	1	5086338
ENSDARG00000026049	15	5086338	5106171	1	5088210
ENSDARG00000098320	17	7380550	7440397	-1	7440397
ENSDARG00000098320	17	7380550	7440397	-1	7436766
ENSDARG00000029432	25	8139220	8160030	-1	8160030
ENSDARG00000096214	1	54758575	54765262	-1	54765262
ENSDARG00000045951	5	66733289	66749535	-1	66744922
ENSDARG00000045951	5	66733289	66749535	-1	66749535
ENSDARG00000060415	5	34827614	34964830	-1	34964830
ENSDARG00000060415	5	34827614	34964830	-1	34875858
ENSDARG00000060415	5	34827614	34964830	-1	34921046
ENSDARG00000044795	21	11509461	11518864	1	11509461
ENSDARG00000116053	5	42388464	42397631	1	42388464
ENSDARG00000116053	5	42388464	42397631	1	42393896
ENSDARG00000114893	4	45610254	45628865	1	45610254
ENSDARG00000068849	13	42564666	42579437	-1	42579437
ENSDARG00000101033	2	36201297	36201816	-1	36201816
ENSDARG00000075833	7	66822229	66833588	1	66822229
ENSDARG00000040358	18	44596787	44611252	-1	44611252
ENSDARG00000040358	18	44596787	44611252	-1	44611252
ENSDARG00000040358	18	44596787	44611252	-1	44610992
ENSDARG00000040358	18	44596787	44611252	-1	44610992
ENSDARG00000102937	3	13600714	13618382	1	13600714
ENSDARG00000102937	3	13600714	13618382	1	13603272
ENSDARG00000102644	4	46615995	46618012	-1	46618012
ENSDARG00000079610	19	551963	586300	1	551963
ENSDARG00000079610	19	551963	586300	1	567234
ENSDARG00000074331	23	21978584	22060520	1	21978584
ENSDARG00000074331	23	21978584	22060520	1	22054576
ENSDARG00000074331	23	21978584	22060520	1	21978816
ENSDARG00000093531	10	9281991	9285174	1	9281991
ENSDARG00000037813	23	4226341	4243553	1	4226341
ENSDARG00000023002	20	13141408	13174165	1	13141408
ENSDARG00000058357	24	22039964	22059801	1	22056386
ENSDARG00000058357	24	22039964	22059801	1	22039964
ENSDARG00000077614	13	32636197	32641537	1	32636197
ENSDARG00000063570	10	62369	76367	-1	76367
ENSDARG00000063570	10	62369	76367	-1	74424
ENSDARG00000063570	10	62369	76367	-1	74390
ENSDARG00000063570	10	62369	76367	-1	76191
ENSDARG00000063570	10	62369	76367	-1	76352
ENSDARG00000063570	10	62369	76367	-1	74408
ENSDARG00000036915	21	3897680	3918450	1	3901775
ENSDARG00000036915	21	3897680	3918450	1	3897680
ENSDARG00000098564	11	6658656	6678209	1	6658656
ENSDARG00000030915	25	18448186	18454016	-1	18454016
ENSDARG00000030915	25	18448186	18454016	-1	18453992
ENSDARG00000113044	5	42395655	42404511	1	42395655
ENSDARG00000113044	5	42395655	42404511	1	42400777
ENSDARG00000095600	18	37409823	37415353	-1	37415353
ENSDARG00000045127	21	30256952	30284404	-1	30284404
ENSDARG00000045127	21	30256952	30284404	-1	30273418
ENSDARG00000045127	21	30256952	30284404	-1	30273418
ENSDARG00000076486	23	35504824	35537727	1	35504824
ENSDARG00000076486	23	35504824	35537727	1	35504835
ENSDARG00000094571	22	3375262	3376270	1	3375262
ENSDARG00000052769	14	35691889	35732221	1	35691889
ENSDARG00000052769	14	35691889	35732221	1	35715714
ENSDARG00000052769	14	35691889	35732221	1	35720022
ENSDARG00000043173	22	7480465	7483755	1	7480465
ENSDARG00000060580	13	34689663	34750299	1	34689663
ENSDARG00000060580	13	34689663	34750299	1	34695726
ENSDARG00000060580	13	34689663	34750299	1	34690158
ENSDARG00000054805	7	24520518	24527246	1	24520518
ENSDARG00000054805	7	24520518	24527246	1	24522308
ENSDARG00000054805	7	24520518	24527246	1	24523017
ENSDARG00000000966	8	43379436	43574935	-1	43456025
ENSDARG00000000966	8	43379436	43574935	-1	43456025
ENSDARG00000000966	8	43379436	43574935	-1	43386842
ENSDARG00000000966	8	43379436	43574935	-1	43574935
ENSDARG00000040046	24	35387517	35393533	1	35387517
ENSDARG00000088717	6	15268685	15300140	1	15268685
ENSDARG00000088717	6	15268685	15300140	1	15268703
ENSDARG00000056075	23	26094481	26120281	-1	26120281
ENSDARG00000056075	23	26094481	26120281	-1	26120281
ENSDARG00000056075	23	26094481	26120281	-1	26111760
ENSDARG00000102047	15	33070939	33073200	1	33070939
ENSDARG00000036105	19	24596324	24597277	1	24596324
ENSDARG00000018264	23	17454691	17470146	-1	17470146
ENSDARG00000099680	14	33478661	33481466	1	33478661
ENSDARG00000090126	15	15375607	15381879	1	15375607
ENSDARG00000091320	1	54766943	54785183	1	54766943
ENSDARG00000091320	1	54766943	54785183	1	54773877
ENSDARG00000105184	15	32895659	33325046	-1	33325046
ENSDARG00000105184	15	32895659	33325046	-1	33246764
ENSDARG00000105184	15	32895659	33325046	-1	33243601
ENSDARG00000105184	15	32895659	33325046	-1	33325019
ENSDARG00000105184	15	32895659	33325046	-1	33304133
ENSDARG00000105184	15	32895659	33325046	-1	33172246
ENSDARG00000111165	25	35147387	35147698	-1	35147698
ENSDARG00000102912	15	11883804	11909082	1	11883804
ENSDARG00000036832	19	5356421	5358455	-1	5358455
ENSDARG00000036832	19	5356421	5358455	-1	5358443
ENSDARG00000036832	19	5356421	5358455	-1	5358443
ENSDARG00000094860	19	43547465	43552252	-1	43552252
ENSDARG00000094287	23	42508734	42515002	-1	42515002
ENSDARG00000098878	4	46681803	46682501	-1	46682501
ENSDARG00000111245	11	12510223	12512122	-1	12512122
ENSDARG00000111245	11	12510223	12512122	-1	12511941
ENSDARG00000109867	5	42381273	42390440	1	42386705
ENSDARG00000109867	5	42381273	42390440	1	42381273
ENSDARG00000091006	16	8529772	8663552	-1	8663493
ENSDARG00000091006	16	8529772	8663552	-1	8663552
ENSDARG00000091006	16	8529772	8663552	-1	8663552
ENSDARG00000091006	16	8529772	8663552	-1	8663552
ENSDARG00000091006	16	8529772	8663552	-1	8613499
ENSDARG00000115644	25	35150523	35150933	-1	35150933
ENSDARG00000052873	3	2329708	2335791	-1	2335791
ENSDARG00000052873	3	2329708	2335791	-1	2333171
ENSDARG00000002894	20	29231556	29269362	1	29231556
ENSDARG00000002894	20	29231556	29269362	1	29231615
ENSDARG00000031317	23	17427838	17429775	-1	17429775
ENSDARG00000031317	23	17427838	17429775	-1	17429764
ENSDARG00000074293	23	20518504	20530056	1	20518504
ENSDARG00000074293	23	20518504	20530056	1	20523617
ENSDARG00000038288	25	3809733	3830272	-1	3830272
ENSDARG00000038288	25	3809733	3830272	-1	3823203
ENSDARG00000099727	10	42930353	43029001	-1	43028806
ENSDARG00000099727	10	42930353	43029001	-1	43029001
ENSDARG00000079163	1	52162642	52170135	1	52162642
ENSDARG00000079163	1	52162642	52170135	1	52164893
ENSDARG00000079163	1	52162642	52170135	1	52162642
ENSDARG00000023963	22	15577827	15602760	-1	15587360
ENSDARG00000023963	22	15577827	15602760	-1	15587360
ENSDARG00000023963	22	15577827	15602760	-1	15602593
ENSDARG00000023963	22	15577827	15602760	-1	15602760
ENSDARG00000023963	22	15577827	15602760	-1	15593824
ENSDARG00000038500	25	18436301	18445279	1	18436301
ENSDARG00000042236	14	10656975	10737898	1	10656975
ENSDARG00000042236	14	10656975	10737898	1	10728135
ENSDARG00000042236	14	10656975	10737898	1	10656975
ENSDARG00000039882	25	10762016	10803532	1	10762016
ENSDARG00000039882	25	10762016	10803532	1	10793493
ENSDARG00000039882	25	10762016	10803532	1	10793478
ENSDARG00000039882	25	10762016	10803532	1	10793499
ENSDARG00000114133	25	35151841	35152227	-1	35152227
ENSDARG00000052905	3	39540014	39550089	1	39540014
ENSDARG00000018010	19	42609132	42617723	1	42609132
ENSDARG00000052765	14	35748206	35813662	1	35806340
ENSDARG00000052765	14	35748206	35813662	1	35806605
ENSDARG00000052765	14	35748206	35813662	1	35810005
ENSDARG00000052765	14	35748206	35813662	1	35748385
ENSDARG00000052765	14	35748206	35813662	1	35748421
ENSDARG00000052765	14	35748206	35813662	1	35748457
ENSDARG00000052765	14	35748206	35813662	1	35748206
ENSDARG00000056511	10	26800213	26811397	1	26800213
ENSDARG00000091914	5	34920395	34921911	1	34920395
ENSDARG00000013990	25	29427852	29463951	-1	29463951
ENSDARG00000013990	25	29427852	29463951	-1	29463866
ENSDARG00000013990	25	29427852	29463951	-1	29463878
ENSDARG00000013990	25	29427852	29463951	-1	29463878
ENSDARG00000013990	25	29427852	29463951	-1	29463878
ENSDARG00000019300	20	13020489	13142357	-1	13140309
ENSDARG00000019300	20	13020489	13142357	-1	13140227
ENSDARG00000019300	20	13020489	13142357	-1	13142357
ENSDARG00000019300	20	13020489	13142357	-1	13140346
ENSDARG00000093407	5	34918991	34964787	-1	34964787
ENSDARG00000071025	6	13096912	13133917	1	13117598
ENSDARG00000071025	6	13096912	13133917	1	13117541
ENSDARG00000071025	6	13096912	13133917	1	13117093
ENSDARG00000071025	6	13096912	13133917	1	13096912
ENSDARG00000095246	5	55646312	55648061	-1	55648061
ENSDARG00000103806	3	6360774	6370802	1	6360774
ENSDARG00000103806	3	6360774	6370802	1	6360881
ENSDARG00000097054	2	14009630	14010658	-1	14010658
ENSDARG00000099943	24	35679797	35707552	-1	35699595
ENSDARG00000099943	24	35679797	35707552	-1	35707552
ENSDARG00000099943	24	35679797	35707552	-1	35699444
ENSDARG00000078088	7	47417529	47850702	-1	47850702
ENSDARG00000094399	23	26102028	26102795	1	26102028
ENSDARG00000096992	25	35153283	35153985	-1	35153985
ENSDARG00000098511	5	55626693	55689656	1	55626693
ENSDARG00000098511	5	55626693	55689656	1	55626693
ENSDARG00000074696	24	26395205	26399623	-1	26399623
ENSDARG00000071331	20	29268444	29420713	-1	29420713
ENSDARG00000071331	20	29268444	29420713	-1	29418620
ENSDARG00000035129	5	64856666	64861300	1	64856666
ENSDARG00000010442	1	52130164	52137313	1	52130164
ENSDARG00000010442	1	52130164	52137313	1	52130213
ENSDARG00000096626	25	36734247	36734883	-1	36734883
ENSDARG00000002597	8	45334255	45352219	1	45334320
ENSDARG00000002597	8	45334255	45352219	1	45334378
ENSDARG00000002597	8	45334255	45352219	1	45334315
ENSDARG00000002597	8	45334255	45352219	1	45338073
ENSDARG00000002597	8	45334255	45352219	1	45334255
ENSDARG00000002597	8	45334255	45352219	1	45334378
ENSDARG00000073910	17	31621788	31623222	1	31621788
ENSDARG00000073910	17	31621788	31623222	1	31621814
ENSDARG00000073910	17	31621788	31623222	1	31621827
ENSDARG00000007315	4	16857722	16876336	-1	16876281
ENSDARG00000007315	4	16857722	16876336	-1	16876336
ENSDARG00000007315	4	16857722	16876336	-1	16876281
ENSDARG00000007315	4	16857722	16876336	-1	16876281
ENSDARG00000007315	4	16857722	16876336	-1	16876336
ENSDARG00000033234	16	16165029	16182319	-1	16182319
ENSDARG00000027345	5	37948283	37963763	-1	37959874
ENSDARG00000027345	5	37948283	37963763	-1	37963763
ENSDARG00000027345	5	37948283	37963763	-1	37959979
ENSDARG00000101827	5	42379517	42383248	1	42379517
ENSDARG00000036442	14	32507811	32631519	-1	32631519
ENSDARG00000036442	14	32507811	32631519	-1	32631519
ENSDARG00000036442	14	32507811	32631519	-1	32520295
ENSDARG00000036442	14	32507811	32631519	-1	32631013
ENSDARG00000089060	18	48499029	48500545	-1	48500545
ENSDARG00000039989	16	36974523	36979597	-1	36979592
ENSDARG00000039989	16	36974523	36979597	-1	36979597
ENSDARG00000093684	19	10331325	10333333	1	10331325
ENSDARG00000094842	21	19692237	19714726	-1	19714726
ENSDARG00000095274	17	7471987	7484354	-1	7484354
ENSDARG00000095274	17	7471987	7484354	-1	7473890
ENSDARG00000097765	3	39555762	39564499	1	39555762
ENSDARG00000078800	23	28077953	28091109	1	28077953
ENSDARG00000078800	23	28077953	28091109	1	28077953
ENSDARG00000074634	6	131998	138603	-1	138392
ENSDARG00000074634	6	131998	138603	-1	138603
ENSDARG00000074634	6	131998	138603	-1	137149
ENSDARG00000074490	7	31339129	31367917	1	31339129
ENSDARG00000074490	7	31339129	31367917	1	31339158
ENSDARG00000021573	23	9867483	9889330	1	9867483
ENSDARG00000000068	12	33484458	33537126	1	33484683
ENSDARG00000000068	12	33484458	33537126	1	33484458
ENSDARG00000079167	24	26379441	26430823	1	26420196
ENSDARG00000079167	24	26379441	26430823	1	26402110
ENSDARG00000079167	24	26379441	26430823	1	26379441
ENSDARG00000079167	24	26379441	26430823	1	26402150
ENSDARG00000079167	24	26379441	26430823	1	26406770
ENSDARG00000086248	18	48515579	48517040	-1	48517040
ENSDARG00000087532	17	7440458	7476912	-1	7457698
ENSDARG00000087532	17	7440458	7476912	-1	7457730
ENSDARG00000087532	17	7440458	7476912	-1	7476912
ENSDARG00000094378	2	21206878	21208102	-1	21208102
ENSDARG00000053620	2	41936603	41942666	-1	41942666
ENSDARG00000018190	1	52137528	52152993	1	52137528
ENSDARG00000018190	1	52137528	52152993	1	52137581
ENSDARG00000056099	20	26045253	26047787	-1	26047751
ENSDARG00000056099	20	26045253	26047787	-1	26047787
ENSDARG00000056099	20	26045253	26047787	-1	26047760
ENSDARG00000056099	20	26045253	26047787	-1	26047741
ENSDARG00000056099	20	26045253	26047787	-1	26047768
ENSDARG00000091879	2	21185903	21243018	1	21185925
ENSDARG00000091879	2	21185903	21243018	1	21186377
ENSDARG00000091879	2	21185903	21243018	1	21185903
ENSDARG00000078404	23	980001	1017605	-1	1017605
ENSDARG00000078404	23	980001	1017605	-1	1017428
ENSDARG00000078404	23	980001	1017605	-1	1017428
ENSDARG00000090635	18	48507075	48508585	-1	48508585
ENSDARG00000092228	5	22406672	22424496	1	22406672
ENSDARG00000062812	22	12831675	12862415	-1	12862415
ENSDARG00000062812	22	12831675	12862415	-1	12862415
ENSDARG00000101216	19	4024443	4033031	1	4024447
ENSDARG00000101216	19	4024443	4033031	1	4024443
ENSDARG00000090866	18	48498366	48530221	-1	48530221
ENSDARG00000090866	18	48498366	48530221	-1	48530221
ENSDARG00000003974	11	33818179	33842715	1	33818179
ENSDARG00000003974	11	33818179	33842715	1	33818189
ENSDARG00000043970	13	10799380	10922808	1	10799380
ENSDARG00000075179	1	44239558	44241485	1	44239558
ENSDARG00000097539	12	38878830	38913459	1	38878830
ENSDARG00000101695	4	46842926	47096170	-1	47096170
ENSDARG00000101695	4	46842926	47096170	-1	47094630
ENSDARG00000101695	4	46842926	47096170	-1	47095583
ENSDARG00000101695	4	46842926	47096170	-1	47095583
ENSDARG00000101695	4	46842926	47096170	-1	47095583
ENSDARG00000101695	4	46842926	47096170	-1	47094630
ENSDARG00000005704	8	25308003	25329967	-1	25316104
ENSDARG00000005704	8	25308003	25329967	-1	25327809
ENSDARG00000005704	8	25308003	25329967	-1	25329967
ENSDARG00000097146	24	9269949	9286635	-1	9286635
ENSDARG00000088484	18	48491007	48500545	-1	48492951
ENSDARG00000088484	18	48491007	48500545	-1	48500545
ENSDARG00000069260	24	12690163	12734583	1	12690163
ENSDARG00000061196	2	30986996	31018096	-1	30987538
ENSDARG00000061196	2	30986996	31018096	-1	31018062
ENSDARG00000061196	2	30986996	31018096	-1	31018096
ENSDARG00000096541	1	52137392	52138257	-1	52138257
ENSDARG00000088899	6	58280936	58395483	1	58280936
ENSDARG00000088899	6	58280936	58395483	1	58289335
ENSDARG00000034326	4	10604110	10615355	1	10604110
ENSDARG00000034326	4	10604110	10615355	1	10604110
ENSDARG00000041570	1	532766	591331	1	580642
ENSDARG00000041570	1	532766	591331	1	532807
ENSDARG00000041570	1	532766	591331	1	580688
ENSDARG00000041570	1	532766	591331	1	537589
ENSDARG00000041570	1	532766	591331	1	532766
ENSDARG00000104458	10	22916113	22918214	-1	22918214
ENSDARG00000018637	24	18444189	18446604	-1	18446604
ENSDARG00000018637	24	18444189	18446604	-1	18446604
ENSDARG00000018637	24	18444189	18446604	-1	18446589
ENSDARG00000018637	24	18444189	18446604	-1	18445079
ENSDARG00000020001	1	52111273	52128425	-1	52128425
ENSDARG00000097095	2	14021956	14029161	-1	14029161
ENSDARG00000012138	19	41038668	41069701	-1	41069573
ENSDARG00000012138	19	41038668	41069701	-1	41052408
ENSDARG00000012138	19	41038668	41069701	-1	41052240
ENSDARG00000012138	19	41038668	41069701	-1	41069701
ENSDARG00000090722	20	1412193	1421005	1	1412193
ENSDARG00000057890	13	9339919	9368535	-1	9368535
ENSDARG00000057890	13	9339919	9368535	-1	9367647
ENSDARG00000057890	13	9339919	9368535	-1	9362323
ENSDARG00000057890	13	9339919	9368535	-1	9367689
ENSDARG00000057890	13	9339919	9368535	-1	9367675
ENSDARG00000057890	13	9339919	9368535	-1	9367041
ENSDARG00000099829	4	46845345	46881721	-1	46881721
ENSDARG00000093975	1	58228542	58238120	1	58228542
ENSDARG00000079166	12	5530247	5582060	1	5530247
ENSDARG00000096401	6	9873911	9881157	-1	9881157
ENSDARG00000104925	4	47178124	47179800	1	47178124
ENSDARG00000099569	19	46416806	46419781	-1	46419781
ENSDARG00000093357	2	5734870	5776030	-1	5776030
ENSDARG00000013153	16	30871614	30903930	-1	30878521
ENSDARG00000013153	16	30871614	30903930	-1	30885838
ENSDARG00000013153	16	30871614	30903930	-1	30903930
ENSDARG00000013153	16	30871614	30903930	-1	30880236
ENSDARG00000013153	16	30871614	30903930	-1	30901159
ENSDARG00000076872	6	9867426	9886822	1	9870192
ENSDARG00000076872	6	9867426	9886822	1	9867426
ENSDARG00000076872	6	9867426	9886822	1	9881093
ENSDARG00000076872	6	9867426	9886822	1	9877713
ENSDARG00000076872	6	9867426	9886822	1	9872261
ENSDARG00000005894	7	38507006	38527833	1	38511264
ENSDARG00000005894	7	38507006	38527833	1	38507006
ENSDARG00000005894	7	38507006	38527833	1	38510197
ENSDARG00000005894	7	38507006	38527833	1	38510197
ENSDARG00000005894	7	38507006	38527833	1	38509333
ENSDARG00000102848	4	46771835	46792139	1	46771835
ENSDARG00000099273	10	22918338	22926039	1	22918338
ENSDARG00000099273	10	22918338	22926039	1	22918384
ENSDARG00000028878	2	21229909	21300115	1	21229909
ENSDARG00000004328	16	4654333	4686245	1	4658250
ENSDARG00000004328	16	4654333	4686245	1	4654333
ENSDARG00000060937	16	25371653	25380969	-1	25380903
ENSDARG00000060937	16	25371653	25380969	-1	25380969
ENSDARG00000104838	2	36205716	36206038	-1	36206038
ENSDARG00000094263	22	3384732	3388004	1	3384732
ENSDARG00000022904	24	26373341	26386627	-1	26386627
ENSDARG00000022904	24	26373341	26386627	-1	26383978
ENSDARG00000096170	16	4685665	4695560	-1	4695560
ENSDARG00000079854	14	45575035	45595732	-1	45595711
ENSDARG00000079854	14	45575035	45595732	-1	45595732
ENSDARG00000023536	21	19763546	19828423	-1	19828423
ENSDARG00000089828	12	11352630	11371291	1	11352630
ENSDARG00000089828	12	11352630	11371291	1	11356592
ENSDARG00000089828	12	11352630	11371291	1	11359201
ENSDARG00000089828	12	11352630	11371291	1	11352944
ENSDARG00000060559	1	30736449	30762264	-1	30762264
ENSDARG00000060559	1	30736449	30762264	-1	30762254
ENSDARG00000100452	15	6652396	6666303	1	6661343
ENSDARG00000100452	15	6652396	6666303	1	6652396
ENSDARG00000100452	15	6652396	6666303	1	6652431
ENSDARG00000101598	4	46890749	46915962	-1	46915962
ENSDARG00000101598	4	46890749	46915962	-1	46915024
ENSDARG00000028173	2	32391897	32457923	-1	32457923
ENSDARG00000028173	2	32391897	32457923	-1	32457919
ENSDARG00000070162	1	39898327	39977551	-1	39943596
ENSDARG00000070162	1	39898327	39977551	-1	39977551
ENSDARG00000070162	1	39898327	39977551	-1	39976492
ENSDARG00000070162	1	39898327	39977551	-1	39909985
ENSDARG00000038040	24	18286427	18445254	1	18286427
ENSDARG00000038040	24	18286427	18445254	1	18299175
ENSDARG00000038040	24	18286427	18445254	1	18299506
ENSDARG00000032326	16	4695075	4707668	1	4697813
ENSDARG00000032326	16	4695075	4707668	1	4706841
ENSDARG00000032326	16	4695075	4707668	1	4695075
ENSDARG00000018049	7	6756206	6800689	1	6756206
ENSDARG00000018049	7	6756206	6800689	1	6756273
ENSDARG00000042908	22	15570965	15578402	-1	15578402
ENSDARG00000042908	22	15570965	15578402	-1	15577060
ENSDARG00000025859	4	9478500	9502846	1	9478500
ENSDARG00000059442	5	69289990	69316206	-1	69316206
ENSDARG00000059442	5	69289990	69316206	-1	69316142
ENSDARG00000059442	5	69289990	69316206	-1	69314495
ENSDARG00000059442	5	69289990	69316206	-1	69312533
ENSDARG00000059442	5	69289990	69316206	-1	69312533
ENSDARG00000035080	1	29102011	29139183	-1	29139141
ENSDARG00000035080	1	29102011	29139183	-1	29138575
ENSDARG00000035080	1	29102011	29139183	-1	29139183
ENSDARG00000099953	15	11952956	11956981	-1	11956981
ENSDARG00000099953	15	11952956	11956981	-1	11955485
ENSDARG00000089005	4	55991165	55992044	1	55991165
ENSDARG00000046074	2	59041081	59063573	1	59041081
ENSDARG00000046074	2	59041081	59063573	1	59046036
ENSDARG00000029803	9	29323163	29328009	1	29325794
ENSDARG00000029803	9	29323163	29328009	1	29323163
ENSDARG00000058053	8	13960655	13972626	-1	13972626
ENSDARG00000058053	8	13960655	13972626	-1	13972558
ENSDARG00000097723	5	26949739	26953924	1	26949739
ENSDARG00000097723	5	26949739	26953924	1	26949739
ENSDARG00000075672	12	17603528	17619524	1	17603528
ENSDARG00000096327	19	43563179	43572298	1	43563179
ENSDARG00000101450	4	46812891	46828780	1	46812891
ENSDARG00000101450	4	46812891	46828780	1	46812891
ENSDARG00000057433	8	17800380	17822259	-1	17822259
ENSDARG00000019345	13	15580758	15668714	1	15581268
ENSDARG00000019345	13	15580758	15668714	1	15580815
ENSDARG00000019345	13	15580758	15668714	1	15580758
ENSDARG00000019345	13	15580758	15668714	1	15656042
ENSDARG00000019345	13	15580758	15668714	1	15658002
ENSDARG00000019345	13	15580758	15668714	1	15657911
ENSDARG00000019345	13	15580758	15668714	1	15658046
ENSDARG00000019345	13	15580758	15668714	1	15581270
ENSDARG00000019345	13	15580758	15668714	1	15581270
ENSDARG00000019345	13	15580758	15668714	1	15581270
ENSDARG00000005943	5	26930062	26950374	-1	26950374
ENSDARG00000005943	5	26930062	26950374	-1	26936861
ENSDARG00000100025	24	37695768	37698796	-1	37698796
ENSDARG00000104249	1	44246467	44248675	1	44246467
ENSDARG00000101471	18	12147971	12229524	1	12147971
ENSDARG00000101471	18	12147971	12229524	1	12147971
ENSDARG00000079903	1	55938565	55942055	-1	55942055
ENSDARG00000079585	5	31830476	31857593	-1	31857345
ENSDARG00000079585	5	31830476	31857593	-1	31856681
ENSDARG00000079585	5	31830476	31857593	-1	31857593
ENSDARG00000079585	5	31830476	31857593	-1	31857593
ENSDARG00000069500	9	29338986	29427576	-1	29427576
ENSDARG00000105659	7	26750471	26756182	1	26750471
ENSDARG00000052244	7	39664055	39678530	1	39674244
ENSDARG00000052244	7	39664055	39678530	1	39664055
ENSDARG00000052244	7	39664055	39678530	1	39664225
ENSDARG00000059960	8	47342586	47622532	1	47571211
ENSDARG00000059960	8	47342586	47622532	1	47607809
ENSDARG00000059960	8	47342586	47622532	1	47342586
ENSDARG00000070923	23	18603187	18609475	-1	18609475
ENSDARG00000101128	22	20720808	20747062	1	20720808
ENSDARG00000101689	4	46770787	46948863	-1	46948863
ENSDARG00000101689	4	46770787	46948863	-1	46946643
ENSDARG00000101689	4	46770787	46948863	-1	46946643
ENSDARG00000113022	4	56150518	56157199	-1	56157199
ENSDARG00000044326	6	36465347	36542102	1	36472721
ENSDARG00000044326	6	36465347	36542102	1	36465347
ENSDARG00000008573	20	15857041	15922986	-1	15922410
ENSDARG00000008573	20	15857041	15922986	-1	15922210
ENSDARG00000008573	20	15857041	15922986	-1	15922437
ENSDARG00000008573	20	15857041	15922986	-1	15922304
ENSDARG00000008573	20	15857041	15922986	-1	15922431
ENSDARG00000008573	20	15857041	15922986	-1	15922986
ENSDARG00000093427	4	11765486	11768005	-1	11768005
ENSDARG00000013861	24	24701780	24724284	-1	24724284
ENSDARG00000013861	24	24701780	24724284	-1	24724233
ENSDARG00000092482	8	13991297	13999293	-1	13999293
ENSDARG00000000069	24	22070290	22103585	-1	22097763
ENSDARG00000000069	24	22070290	22103585	-1	22074272
ENSDARG00000000069	24	22070290	22103585	-1	22103585
ENSDARG00000000069	24	22070290	22103585	-1	22077479
ENSDARG00000104893	4	56110201	56125306	-1	56125306
ENSDARG00000104893	4	56110201	56125306	-1	56125144
ENSDARG00000095519	6	36479193	36502330	-1	36502330
ENSDARG00000104131	11	29961114	29961901	-1	29961901
ENSDARG00000092274	22	20729063	20733822	-1	20733822
ENSDARG00000091833	25	6049614	6060774	1	6049614
ENSDARG00000091833	25	6049614	6060774	1	6049639
ENSDARG00000096455	24	16174199	16177300	1	16174594
ENSDARG00000096455	24	16174199	16177300	1	16174594
ENSDARG00000096455	24	16174199	16177300	1	16174594
ENSDARG00000096455	24	16174199	16177300	1	16174199
ENSDARG00000096455	24	16174199	16177300	1	16174519
ENSDARG00000053868	16	42007090	42014272	-1	42013858
ENSDARG00000053868	16	42007090	42014272	-1	42014272
ENSDARG00000096099	4	11762097	11772240	1	11762097
ENSDARG00000096099	4	11762097	11772240	1	11762097
ENSDARG00000096099	4	11762097	11772240	1	11768261
ENSDARG00000077588	14	35567321	35853647	-1	35672890
ENSDARG00000077588	14	35567321	35853647	-1	35853647
ENSDARG00000002271	10	15603082	15613302	1	15603084
ENSDARG00000002271	10	15603082	15613302	1	15603082
ENSDARG00000002271	10	15603082	15613302	1	15608326
ENSDARG00000034534	5	24245682	24259992	1	24245682
ENSDARG00000021149	21	21633213	21641194	-1	21641194
ENSDARG00000051876	25	22643954	22704233	1	22682065
ENSDARG00000051876	25	22643954	22704233	1	22683640
ENSDARG00000051876	25	22643954	22704233	1	22643954
ENSDARG00000051876	25	22643954	22704233	1	22643954
ENSDARG00000009806	10	39893439	39905253	1	39893439
ENSDARG00000097858	8	13971417	14020139	1	13971497
ENSDARG00000097858	8	13971417	14020139	1	13971417
ENSDARG00000097858	8	13971417	14020139	1	13971417
ENSDARG00000045130	12	13961268	13966184	-1	13966184
ENSDARG00000102455	4	56058846	56068511	-1	56068511
ENSDARG00000036082	7	33106332	33114884	-1	33114884
ENSDARG00000093251	11	6780708	6782076	-1	6782076
ENSDARG00000009637	19	10339538	10352579	1	10341738
ENSDARG00000009637	19	10339538	10352579	1	10339538
ENSDARG00000009637	19	10339538	10352579	1	10339549
ENSDARG00000053502	1	29096881	29100923	1	29096881
ENSDARG00000101312	4	46981658	47068195	1	46984104
ENSDARG00000101312	4	46981658	47068195	1	46981658
ENSDARG00000101312	4	46981658	47068195	1	46981658
